policy_name,station_id,station_name,requests,successful_rentals,failed_rentals,service_rate,empty_minutes,empty_rate,relocated_in,relocated_out,initial_bikes,final_bikes
no_relocation,2347,두산건설 본사,65,22,43,0.338462,3843.367,0.533801,0,0,10,0
no_relocation,2348,포스코사거리(기업은행),362,276,86,0.762431,1511.95,0.209993,0,0,28,0
no_relocation,2349,역삼빌딩 앞(하나은행 옆),46,25,21,0.543478,5983.483,0.831039,0,0,0,1
no_relocation,2350,래미안그레이튼102동앞,38,38,0,1.0,0.0,0.0,0,0,5,6
no_relocation,2351,청소년수련관(수영장)앞,46,37,9,0.804348,2221.583,0.308553,0,0,11,2
no_relocation,2352,서울본부세관(건설회관 앞),81,30,51,0.37037,4914.6,0.682583,0,0,14,0
no_relocation,2353,강남구청역 2번출구 뒤,140,57,83,0.407143,4216.733,0.585657,0,0,12,0
no_relocation,2354,청담역 2번출구,33,12,21,0.363636,2052.367,0.285051,0,0,3,0
no_relocation,2356,강남구청,77,41,36,0.532468,4269.333,0.592963,0,0,14,0
no_relocation,2357,르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),73,54,19,0.739726,3997.117,0.555155,0,0,2,1
no_relocation,2358,구룡초사거리 (현대아파트10동 앞 ),77,68,9,0.883117,1925.033,0.267366,0,0,9,0
no_relocation,2359,"국립국악중,고교 정문 맞은편",176,176,0,1.0,0.0,0.0,0,0,14,15
no_relocation,2360,도곡1동 주민센터 교차로,125,118,7,0.944,712.55,0.098965,0,0,18,3
no_relocation,2362,신사동 가로수길 입구,78,78,0,1.0,0.0,0.0,0,0,19,9
no_relocation,2363,강남 을지병원 교차로,44,44,0,1.0,0.0,0.0,0,0,19,12
no_relocation,2364,도산공원교차로,59,59,0,1.0,0.0,0.0,0,0,26,15
no_relocation,2365,K+ 타워 앞,84,84,0,1.0,0.0,0.0,0,0,25,11
no_relocation,2368,도곡동 경남아파트 건너편,67,41,26,0.61194,3040.883,0.422345,0,0,3,0
no_relocation,2369,KT선릉타워,155,136,19,0.877419,1161.917,0.161377,0,0,6,2
no_relocation,2370,한티역 3번출구,47,47,0,1.0,0.0,0.0,0,0,5,9
no_relocation,2371,한국우편사업진흥원,59,19,40,0.322034,5631.067,0.782093,0,0,7,0
no_relocation,2372,대치역 사거리,112,112,0,1.0,0.0,0.0,0,0,49,80
no_relocation,2373,개포동역 사거리,57,51,6,0.894737,815.917,0.113322,0,0,3,0
no_relocation,2375,수서역 1번출구 앞,169,169,0,1.0,0.0,0.0,0,0,8,37
no_relocation,2376,수서역 6번출구 앞,179,179,0,1.0,0.0,0.0,0,0,22,9
no_relocation,2377,수서역 5번출구,414,414,0,1.0,0.0,0.0,0,0,21,36
no_relocation,2380,삼성동베이직하우스앞,54,43,11,0.796296,4063.017,0.564308,0,0,0,1
no_relocation,2381,언주역 6번출구앞,59,48,11,0.813559,3066.85,0.425951,0,0,2,0
no_relocation,2382,역삼동 sk뷰 501동앞,31,29,2,0.935484,1554.683,0.215928,0,0,4,1
no_relocation,2383,보금자리정원,42,40,2,0.952381,350.883,0.048734,0,0,13,1
no_relocation,2384,자곡사거리,232,226,6,0.974138,229.667,0.031898,0,0,20,20
no_relocation,2385,학동역,95,85,10,0.894737,938.767,0.130384,0,0,14,1
no_relocation,2386,크린랩 본사,42,25,17,0.595238,3893.133,0.540713,0,0,5,0
no_relocation,2387,래미안강남힐즈 사거리,145,140,5,0.965517,241.483,0.033539,0,0,24,4
no_relocation,2388,강남구 도시관리공단,85,34,51,0.4,3834.667,0.532593,0,0,16,1
no_relocation,2389,경기여자고등학교 후문 (삼성로3길 입구),114,109,5,0.95614,119.933,0.016657,0,0,15,10
no_relocation,2390,구룡마을 입구 (래미안블레스티지 아파트),140,140,0,1.0,0.0,0.0,0,0,26,22
no_relocation,2392,구룡산 입구 (구룡산 서울둘레길 입구),21,19,2,0.904762,1643.967,0.228329,0,0,9,1
no_relocation,2394,개포래미안포레스트아파트 107동 앞,114,87,27,0.763158,1600.45,0.222285,0,0,7,9
no_relocation,2396,영동3교 북단(우성캐릭터 앞 보도),55,46,9,0.836364,761.383,0.105748,0,0,16,1
no_relocation,2398,더라움,55,34,21,0.618182,4033.967,0.560273,0,0,9,0
no_relocation,2401,밀알학교 입구 (삼성서울병원 입구),44,22,22,0.5,2552.867,0.354565,0,0,1,1
no_relocation,2403,공무원연금매점 교차로 (개포주공9단지 입구),125,109,16,0.872,1467.65,0.20384,0,0,10,3
no_relocation,2404,대모산입구역 4번 출구 앞,195,195,0,1.0,0.0,0.0,0,0,39,53
no_relocation,2405,청담공원앞 교차로,172,39,133,0.226744,4718.267,0.655315,0,0,6,1
no_relocation,2406,논현동 광명빌딩 앞,33,33,0,1.0,0.0,0.0,0,0,22,12
no_relocation,2407,역삼서초삼성 세무서 앞 (역삼빌딩 앞,227,213,14,0.938326,1154.317,0.160322,0,0,17,5
no_relocation,2408,강남한양수자인아파트,157,157,0,1.0,0.0,0.0,0,0,13,18
no_relocation,2409,역삼동 디오슈페리움 (우성아파트 사거리),139,139,0,1.0,0.0,0.0,0,0,9,4
no_relocation,2410,포스코피앤에스타워 (역삼역 3번출구 부근),170,101,69,0.594118,3310.0,0.459722,0,0,19,0
no_relocation,2411,세곡동 성당,143,135,8,0.944056,369.283,0.051289,0,0,15,4
no_relocation,2413,도곡역 1번 출구,146,146,0,1.0,0.0,0.0,0,0,31,35
no_relocation,2414,도곡역 아카데미스위트 앞,220,220,0,1.0,0.0,0.0,0,0,29,50
no_relocation,2415,한티역 롯데백화점 앞,135,134,1,0.992593,610.217,0.084752,0,0,13,10
no_relocation,2416,한티역 6번 출구,74,74,0,1.0,0.0,0.0,0,0,10,6
no_relocation,2417,선정릉 디캠프(D.CAMP)앞,35,31,4,0.885714,1840.017,0.255558,0,0,8,1
no_relocation,2418,봉은사역 7번 출구,108,91,17,0.842593,952.7,0.132319,0,0,1,1
no_relocation,2419,"봉은사역 1,2번 출구",77,77,0,1.0,0.0,0.0,0,0,24,12
no_relocation,2420,학여울역 사거리(LG베스트샵 앞),111,111,0,1.0,0.0,0.0,0,0,19,8
no_relocation,2422,수서동 성당 맞은편,64,64,0,1.0,0.0,0.0,0,0,12,6
no_relocation,2423,영희초교 사거리(래미안개포루체하임),144,144,0,1.0,0.0,0.0,0,0,35,29
no_relocation,2425,세곡동 사거리(대왕초등학교 정류장),44,44,0,1.0,0.0,0.0,0,0,26,27
no_relocation,2426,강남한신휴플러스 6단지,82,69,13,0.841463,1226.567,0.170356,0,0,10,3
no_relocation,2427,개포고등학교 정문앞,110,109,1,0.990909,102.133,0.014185,0,0,7,3
no_relocation,2430,강남파이낸스센터앞(역삼역2번출구),86,65,21,0.755814,5217.467,0.724648,0,0,0,0
no_relocation,2431,대치역 7번출구,165,165,0,1.0,0.0,0.0,0,0,23,48
no_relocation,3602,한국지역난방공사강남지사,83,82,1,0.987952,212.033,0.029449,0,0,9,1
no_relocation,3604,삼성중앙역 5번출구,93,69,24,0.741935,2086.833,0.289838,0,0,10,1
no_relocation,3606,신사동주민센터 옆,53,53,0,1.0,0.0,0.0,0,0,17,25
no_relocation,3609,언주초등학교 입구,87,87,0,1.0,0.0,0.0,0,0,21,32
no_relocation,3610,윗반마을 입구,19,18,1,0.947368,302.817,0.042058,0,0,1,2
no_relocation,3611,방죽마을 입구,63,63,0,1.0,0.0,0.0,0,0,30,29
no_relocation,3612,은곡마을,42,42,0,1.0,0.0,0.0,0,0,21,32
no_relocation,3614,은마아파트 입구 사거리,182,176,6,0.967033,939.117,0.130433,0,0,22,1
no_relocation,3615,서울 논현동우체국 앞,58,30,28,0.517241,3542.017,0.491947,0,0,4,0
no_relocation,3616,역삼중학교 앞(체육관 방향),41,41,0,1.0,0.0,0.0,0,0,12,15
no_relocation,3618,서울율현초교 삼거리,102,102,0,1.0,0.0,0.0,0,0,39,87
no_relocation,3620,청담역 11번 출구,22,13,9,0.590909,4975.417,0.69103,0,0,6,0
no_relocation,3622,은마아파트입구 사거리(1),47,44,3,0.93617,2698.283,0.374762,0,0,10,0
no_relocation,3623,일원에코파크 앞(개포로 방면),66,66,0,1.0,0.0,0.0,0,0,32,22
no_relocation,3624,대모산입구역 7번 출구 앞,30,27,3,0.9,2180.567,0.302856,0,0,2,3
no_relocation,3627,압구정나들목,81,78,3,0.962963,1686.867,0.234287,0,0,0,2
no_relocation,3628,역삼1동 주민센터,137,137,0,1.0,0.0,0.0,0,0,12,7
no_relocation,3629,청담사거리(신한오피스텔빌딩 앞),15,15,0,1.0,0.0,0.0,0,0,7,17
no_relocation,3630,개포우성6차아파트 정문 앞,50,31,19,0.62,3710.083,0.515289,0,0,3,2
no_relocation,3634,국악고교 앞 교차로,79,73,6,0.924051,706.45,0.098118,0,0,1,7
no_relocation,3636,삼성중앙역·플래티넘아파트 정류소,89,43,46,0.483146,4779.45,0.663813,0,0,0,1
no_relocation,3637,세곡데이케어센터,31,31,0,1.0,0.0,0.0,0,0,17,12
no_relocation,3638,신청담나들목,34,34,0,1.0,0.0,0.0,0,0,31,39
no_relocation,3640,일원1동주민센터앞 사거리,194,189,5,0.974227,173.467,0.024093,0,0,16,4
no_relocation,3641,대청역,170,163,7,0.958824,418.517,0.058127,0,0,6,2
no_relocation,3642,LH강남힐스테이트아파트,92,38,54,0.413043,4724.467,0.656176,0,0,14,1
no_relocation,3643,더시그넘하우스 앞,92,86,6,0.934783,526.917,0.073183,0,0,6,5
no_relocation,3644,상록수아파트,68,20,48,0.294118,5713.383,0.793525,0,0,8,1
no_relocation,3646,선정릉역 4번 출구,75,45,30,0.6,3475.3,0.482681,0,0,1,4
no_relocation,3647,구룡역 1번 출구,100,86,14,0.86,1888.117,0.262238,0,0,8,0
no_relocation,3648,구룡역 4번 출구,24,24,0,1.0,0.0,0.0,0,0,8,7
no_relocation,3649,구룡역 5번 출구,83,76,7,0.915663,1242.55,0.172576,0,0,2,0
no_relocation,3651,개포동역 4번출구,149,149,0,1.0,77.55,0.010771,0,0,24,14
no_relocation,4902,구역삼세무서 교차로,103,101,2,0.980583,1993.317,0.27685,0,0,2,14
no_relocation,4903,신사스퀘어,39,39,0,1.0,0.0,0.0,0,0,27,27
no_relocation,4905,강남경찰서,219,212,7,0.968037,2558.633,0.355366,0,0,3,0
no_relocation,4906,섬유센터 앞,218,194,24,0.889908,785.467,0.109093,0,0,2,1
no_relocation,4907,극동스포츠 앞,82,68,14,0.829268,1630.55,0.226465,0,0,5,2
no_relocation,4908,SB타워 앞,39,39,0,1.0,0.0,0.0,0,0,19,15
no_relocation,4909,노보텔 앰배서더 앞,49,19,30,0.387755,5030.917,0.698738,0,0,5,0
no_relocation,4913,레베쌍트 빌딩 앞,46,46,0,1.0,20.75,0.002882,0,0,2,6
no_relocation,4914,도심공항타워 앞,140,112,28,0.8,1135.183,0.157664,0,0,12,0
no_relocation,4915,영동중앙교회 버스정류장,28,23,5,0.821429,3399.2,0.472111,0,0,0,0
no_relocation,4916,청담역 1번출구,7,6,1,0.857143,5908.617,0.820641,0,0,0,1
no_relocation,4917,일원에코파크 주차장,166,166,0,1.0,0.0,0.0,0,0,14,34
no_relocation,4918,매봉역 1번출구,83,83,0,1.0,0.0,0.0,0,0,37,57
no_relocation,4919,학여울역사거리(은마아파트),29,29,0,1.0,588.45,0.081729,0,0,1,7
no_relocation,4923,수협대치동지점,118,118,0,1.0,0.0,0.0,0,0,8,5
no_relocation,4924,논현동가구거리,42,41,1,0.97619,1103.783,0.153303,0,0,0,3
no_relocation,4925,청담백영빌딩 앞,42,42,0,1.0,0.0,0.0,0,0,26,24
no_relocation,4926,대치우성아파트 사거리,212,208,4,0.981132,322.5,0.044792,0,0,18,0
no_relocation,4928,교수마을 입구,33,33,0,1.0,0.0,0.0,0,0,8,14
no_relocation,4929,파스쿠찌 청담사거리점 앞,73,73,0,1.0,0.0,0.0,0,0,15,15
no_relocation,4930,학여울역 1번 출구,53,46,7,0.867925,1092.683,0.151762,0,0,8,1
no_relocation,4931,디에이치퍼스티어아이파크 124동 앞,129,109,20,0.844961,1522.65,0.211479,0,0,12,5
no_relocation,4932,개포래미안포레스트 130동 맞은편,52,51,1,0.980769,2095.7,0.291069,0,0,5,3
no_relocation,4935,도곡삼성래미안,71,71,0,1.0,331.167,0.045995,0,0,8,6
no_relocation,4936,SK텔레콤(T1) 인근,18,13,5,0.722222,5751.55,0.798826,0,0,3,0
no_relocation,4937,개포래미안포레스트126동 앞,55,49,6,0.890909,2980.3,0.413931,0,0,4,1
no_relocation,4938,LH수서2단지 201동 앞,263,263,0,1.0,0.0,0.0,0,0,16,32
no_relocation,4939,도산공원,29,25,4,0.862069,798.467,0.110898,0,0,6,2
no_relocation,4940,한강버스 압구정 선착장,248,248,0,1.0,0.0,0.0,0,0,58,34
no_relocation,4941,압구정로 11길,39,39,0,1.0,0.0,0.0,0,0,15,16
no_relocation,4942,율현삼거리,24,24,0,1.0,0.0,0.0,0,0,10,10
static_threshold,2301,현대고등학교 건너편,68,68,0,1.0,0.0,0.0,0,0,14,8
static_threshold,2302,교보타워 버스정류장(신논현역 3번출구 후면),130,130,0,1.0,0.0,0.0,0,30,10,13
static_threshold,2303,논현역 10번출구,146,143,3,0.979452,107.683,0.014956,17,0,10,7
static_threshold,2304,대현그린타워,67,61,6,0.910448,207.95,0.028882,43,0,8,5
static_threshold,2305,MCM 본사 직영점 앞,39,39,0,1.0,0.0,0.0,0,35,28,9
static_threshold,2306,압구정역 2번 출구 옆,231,231,0,1.0,0.0,0.0,8,0,8,8
static_threshold,2307,압구정 한양 3차 아파트,125,124,1,0.992,25.267,0.003509,13,0,7,6
static_threshold,2308,압구정파출소 앞,120,120,0,1.0,0.0,0.0,0,23,34,17
static_threshold,2309,청담역(우리들병원 앞),50,50,0,1.0,0.0,0.0,24,0,12,8
static_threshold,2310,청담동 맥도날드 옆(위치),49,49,0,1.0,0.0,0.0,4,0,16,5
static_threshold,2311,학동로 래미안 아파트 앞,43,43,0,1.0,45.167,0.006273,19,0,8,2
static_threshold,2312,청담역 13번 출구 앞,67,67,0,1.0,0.0,0.0,16,0,3,6
static_threshold,2313,금원빌딩 앞,62,62,0,1.0,0.0,0.0,0,0,8,19
static_threshold,2315,봉은사역 5번출구 옆,109,109,0,1.0,15.667,0.002176,5,39,26,19
static_threshold,2317,삼성도로공원,93,93,0,1.0,0.0,0.0,0,0,22,16
static_threshold,2318,삼성중앙역4번출구(문화센터더 리빌),15,15,0,1.0,0.0,0.0,4,0,5,5
static_threshold,2319,포스코사거리 서측(수협 삼성동 지점),108,108,0,1.0,0.0,0.0,0,0,18,8
static_threshold,2320,도곡역 대치지구대 방향,87,87,0,1.0,0.0,0.0,0,47,31,22
static_threshold,2321,학여울역 사거리,34,34,0,1.0,0.0,0.0,4,0,8,9
static_threshold,2324,천주교 대치 2동 교회 옆,126,126,0,1.0,0.0,0.0,0,0,6,8
static_threshold,2325,대치삼성아파트 앞 교차로,97,97,0,1.0,0.0,0.0,4,0,5,7
static_threshold,2326,대치동 삼성로,50,48,2,0.96,92.267,0.012815,18,0,0,5
static_threshold,2327,뱅뱅사거리 랜드마크타워 앞,140,140,0,1.0,0.0,0.0,0,45,12,2
static_threshold,2328,르네상스 호텔 사거리 역삼지하보도 7번출구 앞,109,107,2,0.981651,43.117,0.005988,9,0,23,6
static_threshold,2329,르네상스호텔사거리 역삼지하보도 2번출구,38,38,0,1.0,0.0,0.0,4,0,2,3
static_threshold,2330,역삼월드메르디앙아파트 앞,69,69,0,1.0,0.0,0.0,4,0,3,7
static_threshold,2331,동영문화센터앞,96,94,2,0.979167,24.35,0.003382,17,0,12,5
static_threshold,2332,선릉역3번출구,227,227,0,1.0,0.0,0.0,8,0,6,12
static_threshold,2333,양재역 3번출구 주변,172,152,20,0.883721,269.567,0.03744,55,0,1,1
static_threshold,2335,3호선 매봉역 3번출구앞,302,299,3,0.990066,41.567,0.005773,5,113,34,5
static_threshold,2336,강남세브란스교차로 래미안그레이튼 104동 앞,98,98,0,1.0,0.0,0.0,0,0,6,4
static_threshold,2337,대모산입구역 2번출구 앞,62,62,0,1.0,0.0,0.0,0,0,5,16
static_threshold,2339,현대아파트 정문 앞,76,76,0,1.0,8.3,0.001153,5,0,5,11
static_threshold,2340,삼호물산버스정류장(23370) 옆,313,313,0,1.0,0.0,0.0,0,54,34,21
static_threshold,2341,일원역 4~5번 출구 사이,80,80,0,1.0,51.117,0.0071,34,0,10,5
static_threshold,2342,대청역 1번출구 뒤,171,171,0,1.0,9.183,0.001275,13,0,5,5
static_threshold,2344,리엔파크 2단지 앞,62,62,0,1.0,0.0,0.0,0,8,12,15
static_threshold,2347,두산건설 본사,65,62,3,0.953846,78.283,0.010873,35,0,10,4
static_threshold,2348,포스코사거리(기업은행),362,320,42,0.883978,363.317,0.050461,62,108,28,2
static_threshold,2349,역삼빌딩 앞(하나은행 옆),46,46,0,1.0,3.717,0.000516,17,0,0,3
static_threshold,2350,래미안그레이튼102동앞,38,38,0,1.0,0.0,0.0,0,0,5,10
static_threshold,2351,청소년수련관(수영장)앞,46,46,0,1.0,33.75,0.004687,9,0,11,4
static_threshold,2352,서울본부세관(건설회관 앞),81,78,3,0.962963,138.9,0.019292,47,0,14,4
static_threshold,2353,강남구청역 2번출구 뒤,140,136,4,0.971429,105.567,0.014662,57,0,12,2
static_threshold,2354,청담역 2번출구,33,33,0,1.0,27.267,0.003787,16,0,3,4
static_threshold,2356,강남구청,77,75,2,0.974026,21.7,0.003014,28,0,14,5
static_threshold,2357,르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),73,73,0,1.0,3.617,0.000502,17,0,2,6
static_threshold,2358,구룡초사거리 (현대아파트10동 앞 ),77,77,0,1.0,4.417,0.000613,5,0,9,4
static_threshold,2359,"국립국악중,고교 정문 맞은편",176,176,0,1.0,0.0,0.0,0,4,14,16
static_threshold,2360,도곡1동 주민센터 교차로,125,125,0,1.0,0.0,0.0,4,0,18,5
static_threshold,2362,신사동 가로수길 입구,78,78,0,1.0,0.0,0.0,0,0,19,12
static_threshold,2363,강남 을지병원 교차로,44,44,0,1.0,0.0,0.0,0,16,19,2
static_threshold,2364,도산공원교차로,59,59,0,1.0,0.0,0.0,0,13,26,16
static_threshold,2365,K+ 타워 앞,84,84,0,1.0,0.0,0.0,0,9,25,10
static_threshold,2368,도곡동 경남아파트 건너편,67,67,0,1.0,61.983,0.008609,26,0,3,3
static_threshold,2369,KT선릉타워,155,155,0,1.0,0.0,0.0,0,0,6,7
static_threshold,2370,한티역 3번출구,47,47,0,1.0,0.0,0.0,4,0,5,18
static_threshold,2371,한국우편사업진흥원,59,59,0,1.0,35.533,0.004935,33,0,7,2
static_threshold,2372,대치역 사거리,112,112,0,1.0,0.0,0.0,0,73,49,17
static_threshold,2373,개포동역 사거리,57,57,0,1.0,0.0,0.0,4,0,3,2
static_threshold,2375,수서역 1번출구 앞,169,169,0,1.0,0.0,0.0,4,50,8,4
static_threshold,2376,수서역 6번출구 앞,179,179,0,1.0,17.233,0.002394,23,55,22,3
static_threshold,2377,수서역 5번출구,414,409,5,0.987923,113.6,0.015778,41,87,21,3
static_threshold,2380,삼성동베이직하우스앞,54,54,0,1.0,0.0,0.0,5,0,0,9
static_threshold,2381,언주역 6번출구앞,59,59,0,1.0,18.233,0.002532,5,0,2,5
static_threshold,2382,역삼동 sk뷰 501동앞,31,31,0,1.0,0.0,0.0,4,0,4,7
static_threshold,2383,보금자리정원,42,42,0,1.0,0.0,0.0,0,0,13,6
static_threshold,2384,자곡사거리,232,230,2,0.991379,35.767,0.004968,25,30,20,14
static_threshold,2385,학동역,95,95,0,1.0,6.85,0.000951,5,0,14,7
static_threshold,2386,크린랩 본사,42,42,0,1.0,0.0,0.0,17,0,5,4
static_threshold,2387,래미안강남힐즈 사거리,145,144,1,0.993103,3.1,0.000431,5,0,24,8
static_threshold,2388,강남구 도시관리공단,85,80,5,0.941176,91.35,0.012687,39,0,16,5
static_threshold,2389,경기여자고등학교 후문 (삼성로3길 입구),114,114,0,1.0,0.0,0.0,0,0,15,15
static_threshold,2390,구룡마을 입구 (래미안블레스티지 아파트),140,140,0,1.0,35.983,0.004998,9,27,26,13
static_threshold,2392,구룡산 입구 (구룡산 서울둘레길 입구),21,21,0,1.0,0.0,0.0,4,0,9,4
static_threshold,2394,개포래미안포레스트아파트 107동 앞,114,112,2,0.982456,67.2,0.009333,24,0,7,13
static_threshold,2396,영동3교 북단(우성캐릭터 앞 보도),55,55,0,1.0,35.283,0.0049,10,0,16,5
static_threshold,2398,더라움,55,55,0,1.0,12.533,0.001741,21,0,9,4
static_threshold,2401,밀알학교 입구 (삼성서울병원 입구),44,44,0,1.0,38.8,0.005389,25,0,1,6
static_threshold,2403,공무원연금매점 교차로 (개포주공9단지 입구),125,125,0,1.0,0.0,0.0,12,0,10,9
static_threshold,2404,대모산입구역 4번 출구 앞,195,195,0,1.0,0.0,0.0,0,46,39,11
static_threshold,2405,청담공원앞 교차로,172,138,34,0.802326,204.417,0.028391,85,0,6,3
static_threshold,2406,논현동 광명빌딩 앞,33,33,0,1.0,0.0,0.0,0,0,22,14
static_threshold,2407,역삼서초삼성 세무서 앞 (역삼빌딩 앞,227,227,0,1.0,0.0,0.0,4,0,17,9
static_threshold,2408,강남한양수자인아파트,157,157,0,1.0,0.0,0.0,4,9,13,14
static_threshold,2409,역삼동 디오슈페리움 (우성아파트 사거리),139,139,0,1.0,37.933,0.005269,13,21,9,6
static_threshold,2410,포스코피앤에스타워 (역삼역 3번출구 부근),170,156,14,0.917647,136.2,0.018917,49,0,19,5
static_threshold,2411,세곡동 성당,143,143,0,1.0,1.967,0.000273,9,0,15,8
static_threshold,2413,도곡역 1번 출구,146,146,0,1.0,0.0,0.0,0,37,31,2
static_threshold,2414,도곡역 아카데미스위트 앞,220,220,0,1.0,0.0,0.0,0,42,29,14
static_threshold,2415,한티역 롯데백화점 앞,135,135,0,1.0,0.0,0.0,4,1,13,18
static_threshold,2416,한티역 6번 출구,74,74,0,1.0,0.0,0.0,0,0,10,15
static_threshold,2417,선정릉 디캠프(D.CAMP)앞,35,35,0,1.0,0.0,0.0,4,0,8,5
static_threshold,2418,봉은사역 7번 출구,108,108,0,1.0,0.0,0.0,4,0,1,7
static_threshold,2419,"봉은사역 1,2번 출구",77,77,0,1.0,0.0,0.0,4,23,24,4
static_threshold,2420,학여울역 사거리(LG베스트샵 앞),111,111,0,1.0,0.0,0.0,0,0,19,10
static_threshold,2422,수서동 성당 맞은편,64,64,0,1.0,0.0,0.0,0,0,12,15
static_threshold,2423,영희초교 사거리(래미안개포루체하임),144,144,0,1.0,0.0,0.0,0,29,35,15
static_threshold,2425,세곡동 사거리(대왕초등학교 정류장),44,44,0,1.0,0.0,0.0,0,26,26,4
static_threshold,2426,강남한신휴플러스 6단지,82,82,0,1.0,52.283,0.007262,16,0,10,8
static_threshold,2427,개포고등학교 정문앞,110,110,0,1.0,39.817,0.00553,5,0,7,10
static_threshold,2430,강남파이낸스센터앞(역삼역2번출구),86,81,5,0.94186,57.4,0.007972,14,0,0,2
static_threshold,2431,대치역 7번출구,165,164,1,0.993939,49.483,0.006873,13,56,23,15
static_threshold,3602,한국지역난방공사강남지사,83,83,0,1.0,110.183,0.015303,5,0,9,6
static_threshold,3604,삼성중앙역 5번출구,93,91,2,0.978495,35.733,0.004963,13,0,10,12
static_threshold,3606,신사동주민센터 옆,53,53,0,1.0,0.0,0.0,0,26,17,4
static_threshold,3609,언주초등학교 입구,87,87,0,1.0,0.0,0.0,0,17,21,19
static_threshold,3610,윗반마을 입구,19,19,0,1.0,0.0,0.0,4,0,1,6
static_threshold,3611,방죽마을 입구,63,63,0,1.0,0.0,0.0,0,14,30,21
